id,name,entityType,layer,familyId,causalIn,causalOut,causalIsolated,modifiable,activeEffectIds,deliveryModalities,derivationInputs,rdsFlags,blockedFields,nativeActionsEventsEffectIds
INS-039,Caseload Pressure,RELATIONAL_DERIVED_STATE,Institutional / Structural,INS-F04,0,1,False,Moderate,[],[],"[{""alignmentRequirements"": ""Match analytic level, scope, and time window"", ""entityId"": null, ""externalParameterType"": ""WORKLOAD_OR_CASELOAD_DEMAND"", ""required"": true, ""role"": ""CONSTITUENT_OR_INPUT"", ""unitScaleExpectations"": ""Aligned with derivation logic""}, {""alignmentRequirements"": ""Match analytic level, scope, and time window"", ""entityId"": null, ""externalParameterType"": ""STAFFING_CAPACITY"", ""required"": true, ""role"": ""CONSTITUENT_OR_INPUT"", ""unitScaleExpectations"": ""Aligned with derivation logic""}, {""alignmentRequirements"": ""Match analytic level, scope, and time window"", ""entityId"": null, ""externalParameterType"": ""AVAILABLE_LABOR_TIME"", ""required"": true, ""role"": ""CONSTITUENT_OR_INPUT"", ""unitScaleExpectations"": ""Aligned with derivation logic""}]","[""RDS_CAUSAL_SOURCE_REVIEW"", ""STRUCTURAL_RDS_ROOT_REVIEW_NOT_EXECUTION_VIOLATION"", ""NO_PER_RECORD_DERIVATION_VERSION_USE_FROZEN_COMMIT""]",[],[]
INS-040,Monitoring and Audit Intensity,DRIVER,Institutional / Structural,INS-F05,0,2,False,Moderate,[],[],[],[],[],[]
INS-041,Sanction-Enforcement Probability,DRIVER,Institutional / Structural,INS-F05,3,0,False,Moderate,[],[],[],[],[],[]
INS-042,Reporting Requirement Burden,DRIVER,Institutional / Structural,INS-F05,0,0,True,Moderate,[],[],[],[],[],[]
INS-043,Disclosure-Rule Strength,DRIVER,Institutional / Structural,INS-F05,0,2,False,Moderate,[],[],[],[],[],[]
INS-044,Performance-Target Intensity,DRIVER,Institutional / Structural,INS-F05,0,0,True,Moderate,[],[],[],[],[],[]
INS-045,Formal Performance-Feedback Timeliness,DRIVER,Institutional / Structural,INS-F05,0,0,True,Moderate,[],[],[],[],[],[]
INS-046,External Oversight Strength,DRIVER,Institutional / Structural,INS-F05,0,2,False,Moderate,[],[],[],[],[],[]
INS-047,Institutional Surveillance Mandate Scope,DRIVER,Institutional / Structural,INS-F05,0,2,False,Moderate,[],[],[],[],[],[]
INS-048,Collective-Choice Participation Rights,DRIVER,Institutional / Structural,INS-F06,1,0,False,Moderate,[],[],[],[],[],[]
INS-049,Representation Structure,DRIVER,Institutional / Structural,INS-F06,0,0,True,Moderate,[],[],[],[],[],[]
INS-050,Stakeholder Inclusion Breadth,DRIVER,Institutional / Structural,INS-F06,0,1,False,Moderate,[],[],[],[],[],[]
INS-051,Procedural Impartiality,DRIVER,Institutional / Structural,INS-F06,2,1,False,Moderate,[],[],[],[],[],[]
INS-052,Formal Voice Opportunity,DRIVER,Institutional / Structural,INS-F06,0,2,False,Moderate,[],[],[],[],[],[]
INS-053,Reason-Giving Requirement Strength,DRIVER,Institutional / Structural,INS-F06,0,0,True,Moderate,[],[],[],[],[],[]
INS-054,Redress-Mechanism Accessibility,DRIVER,Institutional / Structural,INS-F06,0,1,False,Moderate,[],[],[],[],[],[]
INS-055,Local Self-Governance Autonomy,DRIVER,Institutional / Structural,INS-F06,0,0,True,Moderate,[],[],[],[],[],[]
INS-056,Budget Allocation,DRIVER,Institutional / Structural,INS-F07,0,2,False,Moderate,[],[],[],[],[],[]
INS-057,Structural Service Coverage,DRIVER,Institutional / Structural,INS-F07,2,0,False,Moderate,[],[],[],[],[],[]
INS-058,Rationing Restrictiveness,DRIVER,Institutional / Structural,INS-F07,0,0,True,Moderate,[],[],[],[],[],[]
INS-059,Priority-Rule Structure,DRIVER,Institutional / Structural,INS-F07,0,0,True,Moderate,[],[],[],[],[],[]
INS-060,Jurisdictional Service Coverage,DRIVER,Institutional / Structural,INS-F07,0,0,True,Moderate,[],[],[],[],[],[]
INS-061,Gatekeeping Authority Concentration,DRIVER,Institutional / Structural,INS-F07,0,1,False,Moderate,[],[],[],[],[],[]
INS-062,Institutionally Produced Resource Inequality,DRIVER,Institutional / Structural,INS-F07,0,1,False,Moderate,[],[],[],[],[],[]
INS-063,Service-Delivery Capacity,DRIVER,Institutional / Structural,INS-F13,4,2,False,Low,[],[],[],[],[],[]
INS-064,Contract Enforceability,DRIVER,Institutional / Structural,INS-F13,0,0,True,Low,[],[],[],[],[],[]
INS-065,Institutional Transaction Cost,DRIVER,Institutional / Structural,INS-F08,0,0,True,Moderate,[],[],[],[],[],[]
INS-066,Market Competition Intensity,DRIVER,Institutional / Structural,INS-F08,2,0,False,Moderate,[],[],[],[],[],[]
INS-067,Market Concentration,DRIVER,Institutional / Structural,INS-F08,0,1,False,Moderate,[],[],[],[],[],[]
INS-068,Formal Entry-Barrier Magnitude,DRIVER,Institutional / Structural,INS-F08,0,1,False,Moderate,[],[],[],[],[],[]
INS-069,Procurement and Ownership-Governance Structure,DRIVER,Institutional / Structural,INS-F08,0,0,True,Moderate,[],[],[],[],[],[]
INS-070,Employment Protection Strength,DRIVER,Institutional / Structural,INS-F08,0,0,True,Moderate,[],[],[],[],[],[]
INS-071,Collective-Bargaining Coverage,DRIVER,Institutional / Structural,INS-F08,0,0,True,Moderate,[],[],[],[],[],[]
INS-072,Formal Political-Power Allocation,DRIVER,Institutional / Structural,INS-F09,0,0,True,Moderate,[],[],[],[],[],[]
INS-073,De Facto Political-Power Concentration,DRIVER,Institutional / Structural,INS-F09,0,0,True,Moderate,[],[],[],[],[],[]
INS-074,Institutional Discrimination Prevalence,DRIVER,Institutional / Structural,INS-F09,1,0,False,Moderate,[],[],[],[],[],[]
INS-075,Differential Enforcement Magnitude,DRIVER,Institutional / Structural,INS-F09,0,1,False,Moderate,[],[],[],[],[],[]
INS-076,Institutional Segregation Strength,DRIVER,Institutional / Structural,INS-F09,0,1,False,Moderate,[],[],[],[],[],[]
INS-077,Patronage Allocation Prevalence,DRIVER,Institutional / Structural,INS-F10,0,1,False,Moderate,[],[],[],[],[],[]
INS-078,Clientelist Exchange Prevalence,DRIVER,Institutional / Structural,INS-F10,0,0,True,Moderate,[],[],[],[],[],[]
INS-079,Institutional Corruption Prevalence,DRIVER,Institutional / Structural,INS-F10,3,1,False,Moderate,[],[],[],[],[],[]
INS-080,Bribery Opportunity Prevalence,DRIVER,Institutional / Structural,INS-F10,1,1,False,Moderate,[],[],[],[],[],[]
INS-081,Rights-Deprivation Scope,DRIVER,Institutional / Structural,INS-F09,3,0,False,Moderate,[],[],[],[],[],[]
INS-082,Organizational Resource Dependence,DRIVER,Institutional / Structural,INS-F11,0,1,False,Moderate,[],[],[],[],[],[]
INS-083,Interorganizational Interdependence,DRIVER,Institutional / Structural,INS-F11,0,0,True,Moderate,[],[],[],[],[],[]
INS-084,Jurisdictional Overlap,DRIVER,Institutional / Structural,INS-F11,0,1,False,Moderate,[],[],[],[],[],[]
INS-085,Coordination Fragmentation,DRIVER,Institutional / Structural,INS-F11,2,1,False,Moderate,[],[],[],[],[],[]
INS-086,Coercive Institutional Pressure,DRIVER,Institutional / Structural,INS-F11,1,0,False,Moderate,[],[],[],[],[],[]
INS-087,Mimetic Institutional Pressure,DRIVER,Institutional / Structural,INS-F11,0,0,True,Moderate,[],[],[],[],[],[]
INS-088,Professional Regulatory Pressure,DRIVER,Institutional / Structural,INS-F11,0,0,True,Moderate,[],[],[],[],[],[]
INS-089,Policy Stability,DRIVER,Institutional / Structural,INS-F12,1,1,False,Moderate,[],[],[],[],[],[]
INS-090,Institutional Switching Cost,DRIVER,Institutional / Structural,INS-F12,1,0,False,Moderate,[],[],[],[],[],[]
INS-091,Emergency-Authority Breadth,DRIVER,Institutional / Structural,INS-F12,0,1,False,Moderate,[],[],[],[],[],[]
INS-092,Mandatory Review Frequency,DRIVER,Institutional / Structural,INS-F12,0,1,False,Moderate,[],[],[],[],[],[]
INS-093,Precedent Strength,DRIVER,Institutional / Structural,INS-F12,0,0,True,Moderate,[],[],[],[],[],[]
INS-094,Organizational Learning Capacity,DRIVER,Institutional / Structural,INS-F12,0,0,True,Moderate,[],[],[],[],[],[]
INS-095,Formal Role Clarity,DRIVER,Institutional / Structural,INS-F04,0,1,False,Moderate,[],[],[],[],[],[]
INS-096,Accountability-Consequence Certainty,DRIVER,Institutional / Structural,INS-F05,1,0,False,Moderate,[],[],[],[],[],[]
INS-097,Procurement Transparency,DRIVER,Institutional / Structural,INS-F08,1,1,False,Moderate,[],[],[],[],[],[]
INS-098,Decision Veto-Point Count,DRIVER,Institutional / Structural,INS-F09,0,0,True,Moderate,[],[],[],[],[],[]
INS-099,Censorship-Rule Scope,DRIVER,Institutional / Structural,INS-F09,0,1,False,Moderate,[],[],[],[],[],[]
INS-100,Border-Control Restrictiveness,DRIVER,Institutional / Structural,INS-F09,0,0,True,Moderate,[],[],[],[],[],[]
INS-101,Conflict-of-Interest Control Strength,DRIVER,Institutional / Structural,INS-F10,0,1,False,Moderate,[],[],[],[],[],[]
INS-102,Fiscal Capacity,DRIVER,Institutional / Structural,INS-F13,0,1,False,Low,[],[],[],[],[],[]
INS-103,Staffing Adequacy,RELATIONAL_DERIVED_STATE,Institutional / Structural,INS-F13,1,1,False,Low,[],[],"[{""alignmentRequirements"": ""Match analytic level, scope, and time window"", ""entityId"": null, ""externalParameterType"": ""QUALIFIED_STAFFING_CAPACITY"", ""required"": true, ""role"": ""CONSTITUENT_OR_INPUT"", ""unitScaleExpectations"": ""Aligned with derivation logic""}, {""alignmentRequirements"": ""Match analytic level, scope, and time window"", ""entityId"": null, ""externalParameterType"": ""ASSIGNED_WORKLOAD"", ""required"": true, ""role"": ""CONSTITUENT_OR_INPUT"", ""unitScaleExpectations"": ""Aligned with derivation logic""}]","[""RDS_CAUSAL_SOURCE_REVIEW"", ""NO_PER_RECORD_DERIVATION_VERSION_USE_FROZEN_COMMIT""]",[],[]
INS-104,Bureaucratic Meritocracy,DRIVER,Institutional / Structural,INS-F13,1,0,False,Low,[],[],[],[],[],[]
INS-105,Judicial Independence,DRIVER,Institutional / Structural,INS-F13,0,1,False,Low,[],[],[],[],[],[]
INS-106,Legal-Protection Strength,DRIVER,Institutional / Structural,INS-F13,1,1,False,Low,[],[],[],[],[],[]
INS-107,Territorial Administrative Reach,DRIVER,Institutional / Structural,INS-F13,1,0,False,Low,[],[],[],[],[],[]
INS-108,Analytic and Recordkeeping Capacity,DRIVER,Institutional / Structural,INS-F13,0,1,False,Low,[],[],[],[],[],[]
INS-109,Regulatory Consistency,DRIVER,Institutional / Structural,INS-F13,1,0,False,Low,[],[],[],[],[],[]
INS-110,Electoral Process Integrity,DRIVER,Institutional / Structural,INS-F09,0,0,True,Moderate,[],[],[],[],[],[]
INS-111,Civic-Space Openness,DRIVER,Institutional / Structural,INS-F06,0,0,True,Moderate,[],[],[],[],[],[]
INS-112,Media Institutional Independence,DRIVER,Institutional / Structural,INS-F09,0,0,True,Moderate,[],[],[],[],[],[]
INS-113,Policy/Rule Implementation Fidelity,RELATIONAL_DERIVED_STATE,Institutional / Structural,INS-F13,0,0,True,Moderate,[],[],"[{""alignmentRequirements"": ""Match analytic level, scope, and time window"", ""entityId"": null, ""externalParameterType"": ""INTENDED_POLICY_OR_RULE_SPECIFICATION"", ""required"": true, ""role"": ""CONSTITUENT_OR_INPUT"", ""unitScaleExpectations"": ""Aligned with derivation logic""}, {""alignmentRequirements"": ""Match analytic level, scope, and time window"", ""entityId"": null, ""externalParameterType"": ""REALIZED_IMPLEMENTATION"", ""required"": true, ""role"": ""CONSTITUENT_OR_INPUT"", ""unitScaleExpectations"": ""Aligned with derivation logic""}]","[""NO_PER_RECORD_DERIVATION_VERSION_USE_FROZEN_COMMIT""]",[],[]
INS-114,Emergency Response Capacity,DRIVER,Institutional / Structural,INS-F13,0,0,True,Moderate,[],[],[],[],[],[]
INS-115,Administrative Scheduling Flexibility,DRIVER,Institutional / Structural,INS-F03,0,0,True,,[],[],[],"[""ENTITY_BLOCKED_FIELDS""]","[""mechanism"", ""modifiability"", ""volatility"", ""timeScaleOfChange"", ""onsetCausalLag"", ""persistenceRecovery"", ""measurementAssessmentMethods"", ""observability"", ""evidenceStrength"", ""evidenceNotes"", ""keySources""]",[]
INS-116,Administrative Recovery Opportunity,DRIVER,Institutional / Structural,INS-F03,0,0,True,,[],[],[],"[""ENTITY_BLOCKED_FIELDS""]","[""mechanism"", ""modifiability"", ""volatility"", ""timeScaleOfChange"", ""onsetCausalLag"", ""persistenceRecovery"", ""measurementAssessmentMethods"", ""observability"", ""evidenceStrength"", ""evidenceNotes"", ""keySources""]",[]
PSY-001,Attitude Valence,DRIVER,Psychological,PSY-F01,2,1,False,Moderate,[],[],[],[],[],[]
PSY-002,Attitude Strength,DRIVER,Psychological,PSY-F01,0,1,False,Moderate,[],[],[],[],[],[]
PSY-003,Belief Strength,DRIVER,Psychological,PSY-F01,4,0,False,Moderate,[],[],[],[],[],[]
PSY-004,Outcome Expectancy,DRIVER,Psychological,PSY-F01,0,1,False,Moderate,[],[],[],[],[],[]
PSY-005,Outcome Valuation,DRIVER,Psychological,PSY-F01,0,1,False,Moderate,[],[],[],[],[],[]
PSY-006,Success Expectancy,DRIVER,Psychological,PSY-F01,0,0,True,Moderate,[],[],[],[],[],[]
PSY-007,Perceived Relevance,DRIVER,Psychological,PSY-F01,0,1,False,High,[],[],[],[],[],[]
PSY-008,Perceived Outcome Likelihood,DRIVER,Psychological,PSY-F02,0,1,False,High,[],[],[],[],[],[]
PSY-009,Perceived Threat Severity,DRIVER,Psychological,PSY-F02,1,1,False,High,[],[],[],[],[],[]
PSY-010,Response Efficacy,DRIVER,Psychological,PSY-F02,2,1,False,Moderate,[],[],[],[],[],[]
PSY-011,Self-Efficacy,DRIVER,Psychological,PSY-F02,0,1,False,Moderate,[],[],[],[],[],[]
PSY-012,Perceived Behavioral Control,DRIVER,Psychological,PSY-F02,1,1,False,High,[],[],[],[],[],[]
PSY-013,Perceived Controllability,DRIVER,Psychological,PSY-F02,3,0,False,High,[],[],[],[],[],[]
PSY-014,Coping Self-Efficacy,DRIVER,Psychological,PSY-F02,1,1,False,Moderate,[],[],[],[],[],[]
PSY-015,Perceived Helplessness,DRIVER,Psychological,PSY-F02,1,0,False,Moderate,[],[],[],[],[],[]
PSY-016,Perceived Descriptive Norm,DRIVER,Psychological,PSY-F03,1,2,False,Moderate,[],[],[],[],[],[]
PSY-017,Perceived Injunctive Norm,DRIVER,Psychological,PSY-F03,1,1,False,Moderate,[],[],[],[],[],[]
PSY-018,Anticipated Social Approval,DRIVER,Psychological,PSY-F03,0,0,True,High,[],[],[],[],[],[]
PSY-019,Perceived Social Support,DRIVER,Psychological,PSY-F03,0,2,False,Moderate,[],[],[],[],[],[]
PSY-020,Perceived Belonging,DRIVER,Psychological,PSY-F03,1,0,False,Moderate,[],[],[],[],[],[]
PSY-021,Interpersonal Trust,DRIVER,Psychological,PSY-F03,1,1,False,Moderate,[],[],[],[],[],[]
PSY-022,Perceived Fairness,DRIVER,Psychological,PSY-F03,3,1,False,Moderate,[],[],[],[],[],[]
PSY-023,Perceived Legitimacy,DRIVER,Psychological,PSY-F03,3,1,False,Moderate,[],[],[],[],[],[]
PSY-024,Perceived Social Exclusion,DRIVER,Psychological,PSY-F03,1,2,False,High,[],[],[],[],[],[]
PSY-025,Perceived Status,DRIVER,Psychological,PSY-F03,0,0,True,Moderate,[],[],[],[],[],[]
PSY-026,Intention Strength,DRIVER,Psychological,PSY-F04,10,0,False,High,[],[],[],[],[],[]
PSY-027,Goal Commitment,DRIVER,Psychological,PSY-F04,2,0,False,High,[],[],[],[],[],[]
PSY-028,Goal Specificity,DRIVER,Psychological,PSY-F04,0,1,False,High,[],[],[],[],[],[]
PSY-029,Goal Difficulty,DRIVER,Psychological,PSY-F04,0,1,False,High,[],[],[],[],[],[]
PSY-030,Goal Conflict,DRIVER,Psychological,PSY-F04,0,1,False,High,[],[],[],[],[],[]
PSY-031,Goal Priority,DRIVER,Psychological,PSY-F04,0,0,True,High,[],[],[],[],[],[]
PSY-032,Intrinsic Motivation,DRIVER,Psychological,PSY-F04,1,0,False,High,[],[],[],[],[],[]
PSY-033,Autonomous Motivation,DRIVER,Psychological,PSY-F04,1,0,False,High,[],[],[],[],[],[]
PSY-034,Controlled Motivation,DRIVER,Psychological,PSY-F04,0,0,True,High,[],[],[],[],[],[]
PSY-035,Autonomy Need Satisfaction,DRIVER,Psychological,PSY-F04,0,1,False,High,[],[],[],[],[],[]
PSY-036,Competence Need Satisfaction,DRIVER,Psychological,PSY-F04,0,1,False,High,[],[],[],[],[],[]
PSY-037,Relatedness Need Satisfaction,DRIVER,Psychological,PSY-F04,0,0,True,High,[],[],[],[],[],[]
PSY-038,Approach Motivation,DRIVER,Psychological,PSY-F04,1,0,False,High,[],[],[],[],[],[]
PSY-039,Avoidance Motivation,DRIVER,Psychological,PSY-F04,0,0,True,High,[],[],[],[],[],[]
PSY-040,Anticipated Regret,DRIVER,Psychological,PSY-F04,0,1,False,High,[],[],[],[],[],[]
PSY-041,Fear Intensity,DRIVER,Psychological,PSY-F05,2,1,False,High,[],[],[],[],[],[]
PSY-042,Anxiety Intensity,DRIVER,Psychological,PSY-F05,2,1,False,High,[],[],[],[],[],[]
PSY-043,Anger Intensity,DRIVER,Psychological,PSY-F05,2,1,False,High,[],[],[],[],[],[]
PSY-044,Disgust Intensity,DRIVER,Psychological,PSY-F05,1,0,False,High,[],[],[],[],[],[]
PSY-045,Shame Intensity,DRIVER,Psychological,PSY-F05,1,0,False,High,[],[],[],[],[],[]
PSY-046,Guilt Intensity,DRIVER,Psychological,PSY-F05,0,0,True,High,[],[],[],[],[],[]
PSY-047,Sadness Intensity,DRIVER,Psychological,PSY-F05,0,0,True,High,[],[],[],[],[],[]
PSY-048,Hope Intensity,DRIVER,Psychological,PSY-F05,0,0,True,High,[],[],[],[],[],[]
PSY-049,Pride Intensity,DRIVER,Psychological,PSY-F05,0,0,True,High,[],[],[],[],[],[]
PSY-050,Mood Valence,DRIVER,Psychological,PSY-F05,0,0,True,High,[],[],[],[],[],[]
PSY-051,Subjective Arousal,DRIVER,Psychological,PSY-F05,1,0,False,High,[],[],[],[],[],[]
PSY-052,Frustration Intensity,DRIVER,Psychological,PSY-F05,0,0,True,High,[],[],[],[],[],[]
PSY-053,Empathic Concern,DRIVER,Psychological,PSY-F05,0,0,True,High,[],[],[],[],[],[]
PSY-054,Perceived Stress,DRIVER,Psychological,PSY-F05,4,1,False,High,[],[],[],[],[],[]
PSY-055,Selective Attention Allocation,DRIVER,Psychological,PSY-F06,0,0,True,Moderate,[],[],[],[],[],[]
PSY-056,Attentional Salience,DRIVER,Psychological,PSY-F06,1,0,False,Moderate,[],[],[],[],[],[]
PSY-057,Cognitive Load,DRIVER,Psychological,PSY-F06,4,3,False,Moderate,[],[],[],[],[],[]
PSY-058,Working Memory Availability,DRIVER,Psychological,PSY-F06,3,1,False,Moderate,[],[],[],[],[],[]
PSY-059,Elaboration Depth,DRIVER,Psychological,PSY-F06,3,0,False,Moderate,[],[],[],[],[],[]
PSY-060,Construal Frame,DRIVER,Psychological,PSY-F06,0,0,True,Moderate,[],[],[],[],[],[]
PSY-061,Processing Fluency,DRIVER,Psychological,PSY-F06,0,2,False,Moderate,[],[],[],[],[],[]
PSY-062,Cognitive Flexibility,DRIVER,Psychological,PSY-F06,0,0,True,Moderate,[],[],[],[],[],[]
PSY-063,Causal Belief Strength,DRIVER,Psychological,PSY-F07,1,0,False,Moderate,[],[],[],[],[],[]
PSY-064,Mental Model Coherence,DRIVER,Psychological,PSY-F07,0,0,True,Moderate,[],[],[],[],[],[]
PSY-065,Domain Knowledge,DRIVER,Psychological,PSY-F07,0,0,True,Moderate,[],[],[],[],[],[]
PSY-066,Memory Accessibility,DRIVER,Psychological,PSY-F07,0,0,True,Moderate,[],[],[],[],[],[]
PSY-067,Familiarity,DRIVER,Psychological,PSY-F07,2,0,False,Moderate,[],[],[],[],[],[]
PSY-068,Memory Confidence,DRIVER,Psychological,PSY-F07,0,0,True,Moderate,[],[],[],[],[],[]
PSY-069,Prior-Belief Congruence,DRIVER,Psychological,PSY-F07,0,1,False,High,[],[],[],[],[],[]
PSY-070,Habit Strength,DRIVER,Psychological,PSY-F08,0,1,False,Moderate,[],[],[],[],[],[]
PSY-071,Behavioral Automaticity,DRIVER,Psychological,PSY-F08,2,0,False,Moderate,[],[],[],[],[],[]
PSY-072,Cue–Response Association Strength,DRIVER,Psychological,PSY-F08,1,1,False,Moderate,[],[],[],[],[],[]
PSY-073,Reinforcement Expectancy,DRIVER,Psychological,PSY-F08,0,0,True,Moderate,[],[],[],[],[],[]
PSY-074,Observationally Learned Expectancy,DRIVER,Psychological,PSY-F08,0,0,True,Moderate,[],[],[],[],[],[]
PSY-075,Implementation Intention Strength,DRIVER,Psychological,PSY-F09,0,1,False,High,[],[],[],[],[],[]
PSY-076,Action Plan Specificity,DRIVER,Psychological,PSY-F09,1,0,False,High,[],[],[],[],[],[]
PSY-077,Self-Monitoring Intensity,DRIVER,Psychological,PSY-F09,3,1,False,Moderate,[],[],[],[],[],[]
PSY-078,Perceived Goal–State Discrepancy,RELATIONAL_DERIVED_STATE,Psychological,PSY-F09,1,0,False,High,[],[],"[{""alignmentRequirements"": ""Match analytic level, scope, and time window"", ""entityId"": null, ""externalParameterType"": ""DESIRED_OR_REFERENCE_STATE"", ""required"": true, ""role"": ""CONSTITUENT_OR_INPUT"", ""unitScaleExpectations"": ""Aligned with derivation logic""}, {""alignmentRequirements"": ""Match analytic level, scope, and time window"", ""entityId"": null, ""externalParameterType"": ""PERCEIVED_CURRENT_STATE"", ""required"": true, ""role"": ""CONSTITUENT_OR_INPUT"", ""unitScaleExpectations"": ""Aligned with derivation logic""}]","[""NO_PER_RECORD_DERIVATION_VERSION_USE_FROZEN_COMMIT""]",[],[]
PSY-079,Emotion Regulation Capacity,DRIVER,Psychological,PSY-F09,0,1,False,Moderate,[],[],[],[],[],[]
PSY-080,Attentional Control Capacity,DRIVER,Psychological,PSY-F09,1,1,False,Moderate,[],[],[],[],[],[]
PSY-081,Response Inhibition Capacity,DRIVER,Psychological,PSY-F09,0,0,True,Moderate,[],[],[],[],[],[]
PSY-082,Self-Control Capacity,DRIVER,Psychological,PSY-F09,0,0,True,Moderate,[],[],[],[],[],[]
PSY-083,Coping Strategy Flexibility,DRIVER,Psychological,PSY-F09,0,0,True,Moderate,[],[],[],[],[],[]
PSY-084,Loss Aversion,DRIVER,Psychological,PSY-F10,1,0,False,Moderate,[],[],[],[],[],[]
PSY-085,Reference Point,DRIVER,Psychological,PSY-F10,0,0,True,Moderate,[],[],[],[],[],[]
PSY-086,Risk Preference,DRIVER,Psychological,PSY-F10,2,0,False,Moderate,[],[],[],[],[],[]
PSY-087,Probability Weighting,DRIVER,Psychological,PSY-F10,0,0,True,Moderate,[],[],[],[],[],[]
PSY-088,Ambiguity Aversion,DRIVER,Psychological,PSY-F10,0,0,True,Moderate,[],[],[],[],[],[]
PSY-089,Delay Discounting,DRIVER,Psychological,PSY-F10,0,0,True,Moderate,[],[],[],[],[],[]
PSY-090,Present Bias,DRIVER,Psychological,PSY-F10,1,0,False,Moderate,[],[],[],[],[],[]
PSY-091,Effort Discounting,DRIVER,Psychological,PSY-F10,0,0,True,Moderate,[],[],[],[],[],[]
PSY-092,Decision Conflict,DRIVER,Psychological,PSY-F10,0,0,True,Moderate,[],[],[],[],[],[]
PSY-093,Default Option Preference,DRIVER,Psychological,PSY-F10,0,0,True,Moderate,[],[],[],[],[],[]
PSY-094,Behavioral Self-Identity,DRIVER,Psychological,PSY-F11,0,0,True,Low,[],[],[],[],[],[]
PSY-095,Identity Salience,DRIVER,Psychological,PSY-F11,0,0,True,High,[],[],[],[],[],[]
PSY-096,Identity Centrality,DRIVER,Psychological,PSY-F11,1,0,False,Low,[],[],[],[],[],[]
PSY-097,Social Identification Strength,DRIVER,Psychological,PSY-F11,1,2,False,Low,[],[],[],[],[],[]
PSY-098,Identity Fusion,DRIVER,Psychological,PSY-F11,0,0,True,Low,[],[],[],[],[],[]
PSY-099,Self-Concept Clarity,DRIVER,Psychological,PSY-F11,0,0,True,Low,[],[],[],[],[],[]
PSY-100,Self-Integrity Threat,DRIVER,Psychological,PSY-F11,0,1,False,High,[],[],[],[],[],[]
PSY-101,Perceived Identity Threat,DRIVER,Psychological,PSY-F11,1,1,False,High,[],[],[],[],[],[]
PSY-102,Dissonance Magnitude,DRIVER,Psychological,PSY-F11,0,0,True,High,[],[],[],[],[],[]
PSY-103,Moral Identity Centrality,DRIVER,Psychological,PSY-F11,0,0,True,Low,[],[],[],[],[],[]
PSY-104,Perceived Agency,DRIVER,Psychological,PSY-F12,0,0,True,High,[],[],[],[],[],[]
PSY-105,Responsibility Attribution,DRIVER,Psychological,PSY-F12,0,0,True,Moderate,[],[],[],[],[],[]
PSY-106,Causal Attribution Locus,DRIVER,Psychological,PSY-F12,0,0,True,Moderate,[],[],[],[],[],[]
PSY-107,Intentionality Attribution,DRIVER,Psychological,PSY-F12,0,0,True,Moderate,[],[],[],[],[],[]
PSY-108,Perceived Freedom Threat,DRIVER,Psychological,PSY-F12,1,1,False,High,[],[],[],[],[],[]
PSY-109,Psychological Reactance Intensity,DRIVER,Psychological,PSY-F12,1,2,False,High,[],[],[],[],[],[]
PSY-110,Moral Conviction Strength,DRIVER,Psychological,PSY-F12,2,2,False,Moderate,[],[],[],[],[],[]
PSY-111,Moral Obligation,DRIVER,Psychological,PSY-F12,0,0,True,High,[],[],[],[],[],[]
PSY-112,Personal Value Priority,DRIVER,Psychological,PSY-F12,0,0,True,Low,[],[],[],[],[],[]
PSY-113,Perceived Source Credibility,DRIVER,Psychological,PSY-F13,3,1,False,Moderate,[],[],[],[],[],[]
PSY-114,Perceived Argument Strength,DRIVER,Psychological,PSY-F13,1,1,False,High,[],[],[],[],[],[]
PSY-115,Counterarguing Intensity,DRIVER,Psychological,PSY-F13,4,1,False,High,[],[],[],[],[],[]
PSY-116,Metacognitive Confidence,DRIVER,Psychological,PSY-F13,2,0,False,Moderate,[],[],[],[],[],[]
PSY-117,Resistance Motivation,DRIVER,Psychological,PSY-F13,0,1,False,High,[],[],[],[],[],[]
PSY-118,Epistemic Trust,DRIVER,Psychological,PSY-F13,1,1,False,Moderate,[],[],[],[],[],[]
PSY-119,Perceived Information Sufficiency,DRIVER,Psychological,PSY-F13,2,0,False,High,[],[],[],[],[],[]
PSY-120,Conscientiousness,DRIVER,Psychological,PSY-F14,0,1,False,Low,[],[],[],[],[],[]
PSY-121,Neuroticism,DRIVER,Psychological,PSY-F14,0,1,False,Low,[],[],[],[],[],[]
PSY-122,Extraversion,DRIVER,Psychological,PSY-F14,0,0,True,Low,[],[],[],[],[],[]
PSY-123,Agreeableness,DRIVER,Psychological,PSY-F14,0,0,True,Low,[],[],[],[],[],[]
PSY-124,Openness to Experience,DRIVER,Psychological,PSY-F14,0,0,True,Low,[],[],[],[],[],[]
PSY-125,Trait Impulsivity,DRIVER,Psychological,PSY-F14,0,1,False,Low,[],[],[],[],[],[]
PSY-126,Sensation Seeking,DRIVER,Psychological,PSY-F14,0,0,True,Low,[],[],[],[],[],[]
PSY-127,Reward Sensitivity,DRIVER,Psychological,PSY-F14,0,1,False,Low,[],[],[],[],[],[]
PSY-128,Punishment Sensitivity,DRIVER,Psychological,PSY-F14,0,1,False,Low,[],[],[],[],[],[]
PSY-129,Need for Cognition,DRIVER,Psychological,PSY-F14,0,1,False,Low,[],[],[],[],[],[]
PSY-130,Need for Closure,DRIVER,Psychological,PSY-F14,0,1,False,Low,[],[],[],[],[],[]
